	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
mmu-mir-432 MI0012528	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-760 MI0004605	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0
mmu-mir-497b MI0026030	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
mmu-mir-6968 MI0022816	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7219 MI0023714	0	1	0	3	2	2	1	1	3	0	0	2	1	1	1
mmu-mir-3535 MI0026036	2826	2718	2074	1534	2248	5606	5660	4714	6870	9099	3272	1654	2915	2501	3368
mmu-mir-125b-2 MI0000152	3837	7344	6285	5363	6387	1101	1522	3055	1643	1730	11714	3351	9746	9998	12406
mmu-mir-299b MI0019180	1	8	6	0	7	0	1	2	0	0	9	3	5	13	7
mmu-mir-29a MI0000576	313	860	665	647	850	46	64	237	109	96	1336	332	1042	1220	1320
mmu-mir-539 MI0003520	85	116	83	58	146	42	59	113	62	54	113	96	123	118	136
mmu-mir-378a MI0000795	101545	83691	67572	48180	59882	26894	21228	57978	33109	32818	113092	69675	81532	77988	99138
mmu-mir-199a-2 MI0000713	3324	6343	5195	5361	7852	315	367	1775	731	427	12306	2473	10160	8021	11039
mmu-mir-1964 MI0009961	21	9	11	5	3	34	17	29	27	27	12	9	7	17	5
mmu-mir-434 MI0001526	30549	26290	20861	15020	24769	21900	18935	44806	29309	33571	40901	28340	29796	28128	29257
mmu-mir-1953 MI0009948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-551b MI0004131	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
mmu-mir-5625 MI0019194	0	0	0	0	1	0	1	1	1	0	0	0	1	2	0
mmu-mir-7037 MI0022886	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
mmu-mir-503 MI0003538	115	217	169	168	177	69	73	115	84	69	288	86	239	262	282
mmu-mir-1936 MI0009925	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0
mmu-mir-741 MI0005205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-692-1 MI0004660	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-33 MI0000707	0	1	3	2	0	0	0	0	0	0	3	2	5	0	3
mmu-mir-8112 MI0026044	1	0	0	0	0	1	1	1	0	1	0	2	1	1	1
mmu-mir-7075 MI0022925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7090 MI0022940	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
mmu-mir-7043 MI0022892	5	3	1	1	2	9	0	7	5	1	5	6	2	1	4
mmu-mir-6929 MI0022776	0	1	0	0	0	0	2	1	1	1	0	1	0	0	0
mmu-mir-1962 MI0009959	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-6985 MI0022833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-484 MI0003491	41	61	60	51	42	11	11	33	9	12	100	36	65	95	67
mmu-mir-19a MI0000688	3	60	36	39	14	0	0	5	2	1	61	7	23	44	34
mmu-mir-708 MI0004692	138	116	105	78	107	78	59	113	113	102	208	84	141	165	279
mmu-mir-28a MI0000690	121	193	160	139	232	79	59	153	110	88	280	120	205	263	300
mmu-mir-3069 MI0014031	0	0	1	3	0	0	0	1	1	0	0	0	0	0	1
mmu-mir-3074-2 MI0014104	2	0	1	3	3	3	1	4	0	1	5	2	6	2	6
mmu-mir-3097 MI0014090	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
mmu-mir-3569 MI0025014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-mir-126a MI0000153	61148	85226	60241	55956	75315	20433	18095	45504	23727	22358	98496	45827	74092	71739	74323
mmu-mir-1892 MI0008320	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-504 MI0005515	57	39	23	25	21	61	26	57	51	82	44	44	43	35	21
mmu-mir-1893 MI0008327	5	0	0	0	0	0	0	0	0	1	0	1	1	0	0
mmu-mir-669b MI0004666	1	1	1	2	3	0	0	0	0	0	3	0	0	0	3
mmu-mir-18b MI0005483	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2
mmu-mir-125b-1 MI0000725	3792	7252	6219	5309	6318	1087	1509	3018	1608	1720	11572	3302	9611	9916	12252
mmu-mir-7038 MI0022887	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-6996 MI0022844	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
mmu-mir-466b-5 MI0014063_>mmu-mir-466b-7 MI0014070	1	1	5	1	5	0	1	0	1	0	8	0	5	2	8
mmu-mir-1947 MI0009937	1	2	0	0	1	3	3	2	0	1	0	3	1	0	3
mmu-mir-5104b MI0040615	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
mmu-mir-201 MI0000244	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1191a MI0006296	0	1	0	1	0	2	0	1	0	0	1	1	0	0	0
mmu-mir-1193 MI0006298	55	148	111	101	102	33	21	73	24	32	228	75	210	216	176
mmu-mir-1934 MI0009923	1	1	0	1	2	2	1	1	2	3	0	0	0	2	4
mmu-mir-411 MI0001163	6374	11240	7889	6795	9392	2083	1861	9160	4357	3788	17497	6741	12830	12796	14376
mmu-mir-501 MI0004703	369	305	257	194	196	438	382	464	531	409	441	327	325	361	438
mmu-mir-1966 MI0009963	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0
mmu-mir-100 MI0000692	4321	4656	3597	3681	4543	2037	1908	3496	2462	2025	6836	4283	5818	5046	6667
mmu-mir-7235 MI0023730	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-483 MI0003484	197	127	100	76	116	184	204	188	157	246	150	116	133	152	161
mmu-mir-6948 MI0022795	0	2	0	0	0	0	1	1	0	0	2	0	0	1	0
mmu-mir-147 MI0005482	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-6945 MI0022792	0	0	0	2	1	3	4	1	0	5	2	0	4	4	0
mmu-mir-7027 MI0022876	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6897 MI0022744	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-mir-669a-3 MI0004668	6	1	1	6	2	2	1	2	1	1	5	4	3	4	16
mmu-mir-712 MI0004696	1	0	1	21	3	0	1	3	0	1	1	1	2	2	0
mmu-mir-1963 MI0009960	3	0	4	0	0	0	0	2	2	0	1	5	1	3	1
mmu-mir-297b MI0004674	1	0	1	0	0	0	0	0	0	0	0	0	2	0	3
mmu-mir-3470b MI0014697	2	9	4	28	29	21	9	17	11	22	5	12	5	6	5
mmu-mir-433 MI0001525	68	82	55	53	43	111	101	181	115	164	118	80	71	81	67
mmu-mir-196a-1 MI0000552	550	687	565	418	438	161	302	393	449	213	1032	525	802	674	1185
mmu-mir-181d MI0005450	201	257	186	165	204	67	62	156	144	71	318	156	253	281	309
mmu-mir-675 MI0004123	18	13	8	27	30	8	7	9	26	12	9	12	18	19	16
mmu-mir-5709 MI0019318	0	1	3	3	0	0	0	0	0	0	0	1	1	0	0
mmu-mir-28c MI0016966	0	0	1	0	1	0	0	0	0	0	3	0	0	0	2
mmu-mir-669e MI0006300	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
mmu-mir-154 MI0000176	20	24	33	21	42	3	4	3	4	5	42	15	40	45	37
mmu-mir-204 MI0000247	114	144	148	91	106	78	133	145	105	135	172	82	175	191	222
mmu-mir-7651 MI0024989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-101c MI0016974	0	1	3	4	1	0	0	0	0	0	2	2	3	0	2
mmu-mir-12185 MI0040625	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
mmu-mir-7b MI0000730	1	0	1	0	1	0	0	0	0	1	0	0	2	1	0
mmu-mir-190a MI0000232	18	24	16	27	13	0	0	3	2	0	47	8	25	47	38
mmu-mir-542 MI0003522	7	13	16	7	11	1	4	7	4	1	34	14	12	22	33
mmu-mir-6998 MI0022846	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-128-1 MI0000155	41	22	22	15	17	45	48	60	58	46	42	31	32	28	13
mmu-mir-669a-2 MI0004667	9	2	3	7	2	2	1	2	1	1	9	4	4	7	22
mmu-let-7a-2 MI0000557	6053	7041	6695	6455	5076	4826	6504	7016	9659	6721	10527	5995	9034	7641	11564
mmu-mir-93 MI0000581	246	443	304	274	375	14	29	94	34	25	553	116	467	462	612
mmu-mir-203 MI0000246	50	58	57	34	40	8	16	55	19	9	93	72	72	45	192
mmu-mir-21a MI0000569	7365	9305	7582	7099	7792	1427	923	4045	2541	2188	15380	6139	12348	10704	12779
mmu-mir-29c MI0000577	34	41	29	29	40	9	3	16	5	5	46	17	50	50	35
mmu-mir-5121 MI0018030	4	3	8	12	14	0	0	0	1	3	2	2	5	5	6
mmu-mir-486b MI0014103	8816	7177	5940	4339	6768	4902	5634	6595	5596	5698	12792	8851	8573	7585	9452
mmu-mir-122b MI0040634	1	0	2	0	2	0	0	1	3	1	3	1	0	0	1
mmu-mir-6546 MI0024983	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-669a-4 MI0014054_>mmu-mir-669a-5 MI0014055_>mmu-mir-669a-6 MI0014058_>mmu-mir-669a-7 MI0014061_>mmu-mir-669a-8 MI0014066_>mmu-mir-669a-9 MI0014068_>mmu-mir-669a-10 MI0014073_>mmu-mir-669a-11 MI0014075_>mmu-mir-669a-12 MI0014077	9	2	3	7	2	2	1	2	1	1	9	4	4	7	22
mmu-mir-330 MI0000607	7	7	9	4	3	2	1	9	3	6	6	4	1	8	5
mmu-mir-7670 MI0025010	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
mmu-mir-7063 MI0022912	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0
mmu-mir-665 MI0004171	56	112	90	48	82	10	7	40	5	23	148	23	143	134	144
mmu-mir-6955 MI0022802	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mmu-mir-101a MI0000148	1428	2350	2313	1684	1054	106	63	474	338	204	3847	1093	2590	2267	3442
mmu-mir-669h MI0006289	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
mmu-mir-7025 MI0022874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-25 MI0000689	978	1038	732	607	838	342	418	706	394	410	1214	728	1058	1038	1599
mmu-mir-6997 MI0022845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-540 MI0003518	294	312	263	175	211	205	249	460	283	305	548	232	395	383	348
mmu-let-7a-1 MI0000556	6107	7119	6774	6540	5151	4836	6522	7050	9688	6736	10660	6039	9157	7777	11664
mmu-mir-7093 MI0022943	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-493 MI0005514	1616	1345	1311	1087	941	1306	1166	2331	2347	2132	2343	1628	1911	1485	1837
mmu-mir-466b-1 MI0005502	1	1	5	1	5	0	1	0	1	0	8	0	5	2	8
mmu-mir-1950 MI0009941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-99b MI0000147	373	329	292	218	340	178	155	315	272	189	534	304	487	412	484
mmu-mir-467e MI0006128	6	7	3	4	3	3	1	4	1	0	9	2	8	5	22
mmu-mir-500 MI0004702	29	34	35	18	39	5	1	10	5	14	48	10	40	57	53
mmu-mir-7040 MI0022889	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-mir-194-1 MI0000236	5	11	14	19	8	0	0	0	2	1	18	7	12	14	20
mmu-mir-676 MI0005003	168	167	139	89	146	106	101	237	172	124	217	126	214	180	236
mmu-mir-106b MI0000407	159	130	119	73	166	95	70	129	102	115	187	129	166	163	202
mmu-mir-30c-1 MI0000547	8400	14180	12178	9300	10201	1487	1115	5965	2286	2215	19814	7748	15206	18272	14538
mmu-mir-328 MI0000603	62	83	69	37	52	43	28	82	53	45	114	70	80	95	64
mmu-mir-214 MI0000698	183	210	180	162	251	61	66	120	87	59	383	144	294	264	343
mmu-mir-192 MI0000551	254	242	195	143	201	79	85	207	136	137	355	205	289	202	360
mmu-mir-224 MI0000711	43	57	47	38	48	26	41	54	48	43	88	66	106	65	107
mmu-mir-301b MI0004122	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0
mmu-mir-127 MI0000154	58249	45631	37631	26023	45803	31654	20550	60427	37718	45191	65588	43139	58756	50255	54838
mmu-mir-669d-2 MI0014051	1	0	1	2	2	0	0	1	0	0	1	0	0	2	0
mmu-mir-412 MI0001164	133	111	104	70	107	81	84	157	99	126	180	135	148	119	145
mmu-mir-466h MI0005511	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-802 MI0004249	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7064 MI0022913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6946 MI0022793	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-669c MI0004673	8	1	4	5	14	5	3	3	3	2	5	1	6	6	16
mmu-mir-155 MI0000177	56	58	39	64	51	17	20	26	14	20	74	61	73	68	158
mmu-mir-15b MI0000140	22	60	32	40	53	4	3	6	2	4	59	19	51	52	117
mmu-mir-3471-2 MI0014701	0	1	0	1	4	0	1	0	0	0	0	1	0	0	0
mmu-mir-1843a MI0004155	267	166	144	128	169	104	100	272	171	158	237	199	192	160	212
mmu-mir-297a-4 MI0005489	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3
mmu-mir-129-2 MI0000585	7	4	3	4	6	21	5	19	17	6	10	7	12	4	7
mmu-mir-7092 MI0022942	1	2	0	1	0	0	0	0	0	0	2	0	2	2	0
mmu-mir-6984 MI0022832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3068 MI0014030	51	72	63	79	103	16	3	37	21	27	114	42	87	91	99
mmu-mir-544 MI0005555	0	3	2	0	1	0	0	1	0	0	2	0	3	2	1
mmu-mir-298 MI0000398	70	70	60	46	66	48	37	75	44	82	89	56	56	88	102
mmu-mir-3103 MI0014100	1	2	1	0	0	1	1	0	0	1	0	0	0	0	0
mmu-mir-7650 MI0024988	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-mir-3098 MI0014091	2	5	0	4	0	0	0	3	2	0	1	0	1	1	1
mmu-mir-211 MI0000708	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6
mmu-mir-1951 MI0009946	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
mmu-mir-709 MI0004693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6236 MI0021583	102	104	123	148	589	140	358	184	168	157	174	70	54	93	52
mmu-mir-541 MI0003521	6863	5006	4068	2756	3453	5966	6769	9357	7334	9100	6614	5940	5828	5247	6272
mmu-mir-669a-1 MI0004523	9	2	3	7	2	2	1	2	1	1	9	4	4	7	22
mmu-mir-1949 MI0009940	1	0	0	9	4	0	0	1	0	4	0	0	3	5	1
mmu-mir-686 MI0004650	0	1	1	3	4	1	0	2	4	4	3	0	1	1	0
mmu-mir-344b MI0014095	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-7041 MI0022890	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-6374 MI0021903	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7648 MI0024986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-598 MI0005556	1	0	0	2	0	0	1	0	0	0	1	3	1	1	4
