	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
mmu-miR-196a-5p MIMAT0000518	657	835	648	528	507	195	355	498	499	259	1222	653	952	799	1430
mmu-miR-30c-5p MIMAT0000514	7501	9421	7816	6034	6878	1387	917	5474	2232	2033	13479	6913	10246	10364	10280
mmu-miR-879-5p MIMAT0004842	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1
mmu-miR-148a-3p MIMAT0000516	34186	12932	9635	11599	13227	16005	12959	25155	39224	18514	22807	26309	18462	13219	20929
mmu-miR-6984-5p MIMAT0027870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5099 MIMAT0020606	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-345-5p MIMAT0000595	6	4	4	7	12	1	0	2	0	0	4	5	8	11	9
mmu-miR-494-3p MIMAT0003182	19	38	48	25	21	7	0	18	13	9	100	22	48	52	60
mmu-miR-1934-5p MIMAT0009398	1	2	0	0	1	2	0	0	3	2	1	0	0	2	3
mmu-miR-679-3p MIMAT0017248	2	4	3	3	4	0	0	8	0	4	3	4	5	5	2
mmu-miR-150-3p MIMAT0004535	0	0	2	0	1	1	3	2	0	0	2	0	0	3	7
mmu-miR-330-3p MIMAT0000569	6	4	5	0	1	2	0	6	2	5	5	4	3	5	3
mmu-miR-6946-5p MIMAT0027792	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-219a-2-3p MIMAT0022841	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0
mmu-miR-181a-1-3p MIMAT0000660	24	42	31	22	48	5	5	12	9	9	58	16	42	43	57
mmu-miR-1249-5p MIMAT0014804	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-185-5p MIMAT0000214	1163	877	647	516	480	913	699	1364	942	1340	1278	1096	973	935	1182
mmu-miR-224-3p MIMAT0017062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-132-5p MIMAT0016984	1	1	1	2	2	4	1	5	2	0	14	2	1	6	6
mmu-miR-365-1-5p MIMAT0017077	0	0	2	0	0	1	1	3	1	0	1	4	2	0	1
mmu-miR-7685-3p MIMAT0029897	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-181c-3p MIMAT0017068	11	30	18	14	20	3	4	3	2	3	27	5	27	18	21
mmu-miR-218-1-3p MIMAT0004665	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-128-1-5p MIMAT0016982	2	0	0	1	0	0	0	0	0	1	0	3	1	0	0
mmu-miR-362-5p MIMAT0000706	34	74	75	44	56	0	0	8	0	2	91	24	83	80	99
mmu-miR-674-5p MIMAT0003740	17	14	14	10	11	3	7	9	6	11	34	17	20	18	24
mmu-miR-466b-5p MIMAT0004875_>mmu-miR-466o-5p MIMAT0014885	0	0	2	0	0	0	0	0	0	0	2	0	1	2	2
mmu-miR-350-3p MIMAT0000605	8	7	7	10	13	2	1	1	0	0	12	13	15	13	11
mmu-miR-200a-5p MIMAT0004619	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
mmu-miR-409-5p MIMAT0004746	623	828	656	481	630	134	119	449	133	158	1091	560	1178	978	934
mmu-miR-92b-3p MIMAT0004899	4	2	4	0	1	0	3	1	0	2	0	1	4	0	4
mmu-miR-466d-3p MIMAT0004931	0	0	1	0	5	0	1	0	0	0	2	0	1	1	3
mmu-miR-100-3p MIMAT0017051	0	1	1	0	6	0	0	0	0	0	3	0	2	1	1
mmu-miR-449c-5p MIMAT0003460	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-485-3p MIMAT0003129	1	0	0	1	1	0	2	5	3	0	1	2	6	3	2
mmu-miR-143-3p MIMAT0000247	34685	36929	25690	25571	43564	14853	12649	27490	19627	19621	58909	41449	49497	41663	43880
mmu-miR-3074-5p MIMAT0014856	1	0	1	3	2	3	1	4	0	1	5	0	6	1	7
mmu-miR-7687-5p MIMAT0029902	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
mmu-miR-3074-1-3p MIMAT0014857	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0
mmu-miR-302d-3p MIMAT0003377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-665-3p MIMAT0003733	2	2	4	2	3	0	0	1	1	0	5	2	3	0	6
mmu-miR-5126 MIMAT0020637	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
mmu-miR-378c MIMAT0025138	12442	15353	12904	8430	8480	1574	1076	5590	2873	2549	20285	9884	15434	13452	16217
mmu-miR-455-5p MIMAT0003485	8	16	9	13	10	1	0	5	1	1	16	6	12	5	7
mmu-miR-7651-5p MIMAT0029804	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-467e-3p MIMAT0005294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-3101-5p MIMAT0014921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-1966-3p MIMAT0022952	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
mmu-miR-7061-5p MIMAT0028026	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-miR-6921-3p MIMAT0027743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-485-5p MIMAT0003128	225	194	138	121	173	371	388	367	305	409	275	183	196	224	182
mmu-let-7b-5p MIMAT0000522	3140	2916	2286	2060	2984	1347	1933	1883	1824	1540	3784	2389	3044	3227	4031
mmu-miR-1231-3p MIMAT0022358	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-miR-7061-3p MIMAT0028027	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-let-7a-2-3p MIMAT0017015	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-674-3p MIMAT0003741	0	4	2	0	2	8	7	4	5	1	4	2	1	0	0
mmu-miR-7685-5p MIMAT0029896	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0
mmu-miR-491-5p MIMAT0003486	0	0	0	0	0	0	0	1	1	0	2	0	0	1	3
mmu-let-7i-3p MIMAT0004520	10	26	18	11	31	1	2	5	7	3	33	7	25	33	31
mmu-miR-6912-5p MIMAT0027724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-133a-3p MIMAT0000145	1428	2046	1697	1758	3759	98	107	466	179	155	3241	848	2806	3017	2694
mmu-miR-467h MIMAT0005855	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0
mmu-miR-193a-3p MIMAT0000223	0	1	5	0	1	0	0	0	0	0	0	0	3	0	0
mmu-miR-6966-5p MIMAT0027834	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-503-3p MIMAT0004790	69	91	50	49	68	51	60	87	71	68	101	65	81	91	92
