	LN	LN	LN	LN	LN	NL	NL	NL	NL	NL	NN	NN	NN	NN	NN
mmu-mir-6991 MI0022839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1188 MI0006290	4	2	1	0	1	1	2	2	2	6	4	2	1	0	1
mmu-mir-208a MI0000555	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0
mmu-mir-654 MI0005520	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1298 MI0004300	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
mmu-mir-146b MI0004665	1156	877	670	560	660	292	326	659	511	374	1462	848	1065	745	1618
mmu-mir-7225 MI0023720	46	25	10	57	43	216	114	100	134	154	11	34	20	18	2
mmu-mir-6911 MI0022758	3	1	1	1	2	1	1	0	0	3	2	0	0	2	0
mmu-mir-6964 MI0022811	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0
mmu-mir-1946a MI0009936	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0
mmu-mir-9768 MI0031120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-3618 MI0030345	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0
mmu-mir-6963 MI0022810	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
mmu-mir-6941 MI0022788	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-467h MI0006302	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-511 MI0005554	15	14	11	11	8	2	2	15	2	6	29	7	23	16	23
mmu-mir-8117 MI0026049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-8104 MI0026034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1906-1 MI0008321_>mmu-mir-1906-2 MI0015984	0	1	1	1	0	0	0	8	1	1	0	1	1	0	0
mmu-mir-181b-1 MI0000723	710	898	671	730	713	206	178	492	325	230	1376	646	1022	957	1203
mmu-mir-10a MI0000685	5795	4592	3491	3193	3802	2948	2148	4579	2720	2759	5409	5321	5301	4882	5204
mmu-mir-3572 MI0018037	0	0	0	0	0	1	0	2	3	0	1	3	0	1	0
mmu-mir-496a MI0004589	94	137	88	101	103	20	15	61	11	41	190	51	183	156	143
mmu-mir-16-2 MI0000566	459	1004	731	760	887	47	48	179	93	42	1364	372	1004	1140	1620
mmu-mir-1271 MI0039503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1843b MI0016971	290	203	160	134	170	217	211	344	260	241	292	211	222	202	222
mmu-mir-200b MI0000243	7	7	1	11	5	1	1	8	3	2	7	1	6	2	23
mmu-mir-7033 MI0022882	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-7071 MI0022921	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-146a MI0000170	1778	1692	1320	1265	1098	413	395	813	475	393	2277	1419	1457	1556	2735
mmu-mir-10b MI0000221	10085	9035	6729	6520	7456	4381	3487	7626	5735	4650	10480	8905	11333	9424	13267
mmu-mir-7212 MI0023707	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
mmu-mir-5620 MI0019188	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1
mmu-mir-7689 MI0025042	12	5	12	9	18	3	1	14	2	2	18	5	11	12	13
mmu-mir-678 MI0004635	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-9-3 MI0000721	29	13	19	16	32	2	6	21	6	2	27	20	46	25	74
mmu-mir-135b MI0000646	5	6	5	3	2	1	2	1	0	1	5	3	1	13	11
mmu-mir-216b MI0004126	1	2	3	0	1	0	2	0	0	1	0	0	0	3	1
mmu-mir-467d MI0005513	2	5	8	3	3	2	3	0	0	1	8	5	5	7	16
mmu-mir-369 MI0003535	435	924	897	749	543	73	68	332	101	78	1477	465	1517	1498	1330
mmu-mir-6922 MI0022769	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
mmu-mir-7211 MI0023706	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1
mmu-mir-3072 MI0014035	14	16	9	6	26	8	5	7	5	1	25	5	39	15	24
mmu-mir-696 MI0004677	5	7	1	67	24	5	14	10	12	10	5	3	4	8	3
mmu-mir-345 MI0000632	166	167	127	127	191	42	35	123	55	61	271	119	200	173	217
mmu-mir-7004 MI0022853	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-5133 MI0018045	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-106a MI0000406	2	6	5	7	9	1	1	1	1	2	8	0	9	2	16
mmu-mir-181a-1 MI0000697	3336	4804	3534	3659	4644	1111	1180	2502	1579	1302	5871	2448	5385	5123	6439
mmu-mir-698 MI0004682	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7668 MI0025008	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
mmu-mir-6973b MI0022851	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-466m MI0014050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-16-1 MI0000565	508	1042	771	794	965	57	55	202	111	54	1456	390	1075	1188	1682
mmu-mir-1931 MI0009920	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
mmu-mir-34b MI0000404	8	16	6	7	9	2	2	5	1	1	13	6	10	6	8
mmu-mir-5128 MI0018040	2	1	0	0	3	1	4	1	0	0	1	1	0	0	0
mmu-mir-7673 MI0025013	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1
mmu-let-7f-1 MI0000562	27925	22296	20485	20175	11775	18074	23285	27203	38377	22722	33850	25605	29612	22066	36076
mmu-mir-216a MI0000699	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
mmu-mir-26b MI0000575	4282	5833	4879	4815	4079	650	942	2116	1203	894	8004	3532	8945	7529	7770
mmu-mir-126b MI0025035	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-6954 MI0022801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-1969 MI0009966	1	1	4	2	1	3	1	5	2	3	0	3	1	2	3
mmu-mir-466a MI0002401	1	1	3	1	5	0	1	0	1	0	6	0	4	1	8
mmu-mir-374b MI0004125	178	238	175	153	203	14	21	67	28	24	335	103	268	262	450
mmu-mir-494 MI0003532	899	1205	1128	856	625	106	75	564	148	211	1637	791	1513	1413	1327
mmu-mir-341 MI0000625	685	850	775	697	1075	69	58	438	249	248	1460	419	1206	883	993
mmu-mir-5135 MI0018047	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-130b MI0000408	13	6	8	5	7	10	6	12	19	10	9	9	15	7	10
mmu-mir-151 MI0000173	1213	704	557	465	662	2065	1888	1429	1679	1440	1063	1041	765	807	787
mmu-mir-466j MI0006295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6539 MI0022355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-450a-1 MI0001653	409	1256	1162	1057	1037	101	105	245	176	146	2051	344	1792	1486	1680
mmu-mir-219a-2 MI0000741	0	4	2	1	1	0	0	0	0	0	6	0	1	1	0
mmu-mir-6942 MI0022789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-8116 MI0026048	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0
mmu-mir-103-1 MI0000587	1691	2113	1686	1335	1205	263	308	760	390	332	2686	1279	2637	1960	3348
mmu-mir-466o MI0014052	0	0	2	0	0	0	0	0	0	0	2	0	2	2	2
mmu-mir-653 MI0005557	215	182	207	120	108	28	17	71	38	32	270	131	233	264	321
mmu-mir-1a-1 MI0000139	2071243	1671828	1611051	1233341	461955	339194	294220	791190	568992	425163	2109486	1656505	2117605	1819181	1814138
mmu-mir-181b-2 MI0000823	727	958	740	790	778	197	178	503	327	226	1465	669	1096	1041	1278
mmu-mir-15a MI0000564	8	30	27	21	26	3	6	8	3	1	44	10	41	32	36
mmu-mir-466g MI0005510	0	3	0	1	1	0	1	0	1	0	0	0	0	1	2
mmu-mir-9-2 MI0000157	29	13	19	16	32	2	6	21	6	2	27	20	46	25	74
mmu-mir-129-1 MI0000222	10	6	3	6	9	23	12	23	20	12	15	11	15	5	7
mmu-mir-692-2 MI0004661_>mmu-mir-692-3 MI0023541	11	12	1	22	16	27	6	17	14	57	2	15	1	6	1
mmu-mir-381 MI0000798	2445	990	755	838	1418	790	641	3369	4135	1909	1973	1726	1692	1349	1502
mmu-mir-1933 MI0009922	1	0	3	1	7	1	6	5	1	3	11	1	2	1	0
mmu-mir-6944 MI0022791	6	6	7	4	10	7	9	7	13	17	5	4	3	4	8
mmu-mir-7024 MI0022873	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-467b MI0004671	34	17	12	11	31	2	1	17	7	3	41	18	22	30	74
mmu-mir-3094 MI0014087	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
mmu-mir-30a MI0000144	18580	20643	17171	13981	14801	3309	2781	8817	5021	4448	28934	16578	22393	21091	23806
mmu-mir-466q MI0018032	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-196a-2 MI0000553	833	1052	802	662	675	257	458	646	605	320	1513	824	1196	1011	1812
mmu-mir-7061 MI0022910	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0
mmu-mir-1903 MI0008317	0	0	0	0	2	1	0	4	1	1	2	0	0	0	1
mmu-mir-410 MI0001161	110	179	145	149	144	38	16	71	46	23	312	72	240	211	195
mmu-mir-6990 MI0022838	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0
mmu-mir-8107 MI0026038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7049 MI0022898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-12195 MI0040639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-296 MI0000394	23	31	15	22	25	9	15	25	24	16	44	20	41	36	48
mmu-mir-7658 MI0024998	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-466f-3 MI0005509	0	0	0	1	0	2	0	0	0	1	0	1	1	0	0
mmu-mir-7664 MI0025004	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
mmu-mir-196b MI0001151	495	741	486	532	616	129	189	314	293	160	1105	394	963	834	1206
mmu-mir-7031 MI0022880	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-mir-8097 MI0026025	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0
mmu-mir-27a MI0000578	2784	4993	3689	3530	5082	751	647	2066	1394	1216	7818	2515	5451	5488	5424
mmu-mir-6540 MI0022356	7	2	1	0	0	4	0	7	3	3	5	1	1	3	1
mmu-mir-19b-1 MI0000718	56	159	179	139	52	1	0	9	5	6	227	54	126	222	268
mmu-mir-466c-1 MI0005505	4	2	6	3	9	0	4	0	1	0	11	0	6	3	17
mmu-mir-6988 MI0022836	1	2	0	1	0	2	1	1	2	3	1	0	0	0	1
mmu-mir-376a MI0000793	64	262	183	195	270	10	12	60	15	17	461	56	299	309	303
mmu-mir-7022 MI0022871	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-mir-7231 MI0023726	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-mir-873a MI0005550	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-mir-9718 MI0030982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6958 MI0022805	1	2	0	1	1	5	5	4	2	2	2	0	3	0	2
mmu-mir-431 MI0001524	63	68	49	47	60	37	36	58	27	57	81	39	82	71	73
mmu-mir-7029 MI0022878	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-674 MI0004611	52	54	39	27	29	42	33	37	38	47	75	44	50	41	59
mmu-mir-714 MI0004699	10	10	11	96	29	14	84	30	36	9	19	11	12	6	0
mmu-mir-7059 MI0022908	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1
mmu-mir-3083b MI0040630	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mmu-mir-487b MI0003534	159	365	257	235	258	32	46	103	58	56	433	162	403	371	440
mmu-mir-3065 MI0014027	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5
mmu-mir-206 MI0000249	42813	33142	23004	19533	29303	53959	72144	56453	82486	67413	45185	40184	32986	31101	56979
mmu-mir-1938 MI0009927	1	1	0	2	2	0	2	1	7	2	0	4	2	1	0
mmu-mir-8114 MI0026046	29	30	10	14	30	52	43	21	50	164	18	21	11	15	18
mmu-mir-467a-3 MI0014056_>mmu-mir-467a-6 MI0014065_>mmu-mir-467a-10 MI0014076	34	19	17	13	32	4	3	17	7	4	44	18	24	33	82
mmu-mir-466e MI0005506	2	1	5	2	6	0	1	0	1	0	8	0	5	4	10
mmu-mir-193a MI0000235	23	23	27	25	12	14	19	14	13	15	39	31	20	37	39
mmu-mir-5099 MI0018007	45	13	17	16	21	68	75	67	100	67	56	28	28	24	26
mmu-mir-669f MI0006287	0	0	1	0	2	0	0	1	0	0	2	1	1	0	5
mmu-mir-133b MI0000821	5121	8447	7943	9201	13283	277	330	1638	372	430	11113	3299	13306	12553	9229
mmu-mir-344d-3 MI0004227	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
mmu-mir-485 MI0003492	417	362	252	219	313	558	665	644	561	720	508	357	408	479	322
mmu-mir-361 MI0000761	275	315	301	192	295	114	111	217	129	104	459	253	419	447	419
mmu-mir-3099 MI0004485	11	6	4	4	6	4	8	2	12	7	5	5	4	6	13
mmu-mir-466f-4 MI0006291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-5131 MI0018043	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-mir-338 MI0000619	88	84	74	74	128	29	86	90	77	72	164	78	214	128	344
mmu-mir-6951 MI0022798	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
mmu-mir-9-1 MI0000720	29	13	19	16	32	2	6	21	6	2	27	20	46	25	74
mmu-mir-7091 MI0022941	6	1	1	2	1	0	5	5	5	9	4	3	1	1	4
mmu-mir-1194 MI0006299	4	1	1	5	10	12	8	7	7	4	4	0	2	1	5
mmu-mir-8111 MI0026043	2	2	1	12	11	8	4	4	8	4	1	4	0	3	3
mmu-mir-208b MI0005552	6	15	3	10	13	0	1	2	2	0	24	3	11	21	16
mmu-mir-5098 MI0018006	8	7	7	34	22	12	15	20	14	15	5	12	2	4	4
mmu-mir-7236 MI0023731	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1
mmu-mir-760 MI0004605	1	1	0	0	0	6	2	3	6	2	0	0	0	1	0
mmu-mir-497b MI0026030	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
mmu-mir-6986 MI0022834	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-29a MI0000576	368	973	802	780	989	61	77	299	130	106	1557	408	1251	1409	1549
mmu-mir-378a MI0000795	140770	109154	88489	64624	77619	38697	30585	82776	46168	47236	146638	97633	108587	102887	127628
mmu-mir-199a-2 MI0000713	4396	7605	6182	6507	9054	432	489	2354	950	592	14572	3275	12312	9585	13093
mmu-mir-1964 MI0009961	35	11	19	6	9	58	35	41	42	44	29	17	11	23	11
mmu-mir-434 MI0001526	39241	30704	25055	18348	28879	25758	22171	55496	35242	38774	48336	36342	36079	33357	33893
mmu-mir-503 MI0003538	184	305	252	222	240	92	122	172	105	102	410	139	346	355	395
mmu-mir-1936 MI0009925	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0
mmu-mir-33 MI0000707	0	1	3	2	0	0	0	0	0	1	4	2	6	0	4
mmu-mir-8112 MI0026044	1	0	0	0	0	1	2	2	3	2	0	2	1	2	1
mmu-mir-7090 MI0022940	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
mmu-mir-1962 MI0009959	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-mir-6985 MI0022833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-484 MI0003491	202	271	292	198	196	58	33	150	57	86	351	137	334	404	297
mmu-mir-19a MI0000688	9	69	51	46	22	1	0	8	2	1	78	10	26	54	41
mmu-mir-708 MI0004692	161	159	146	112	154	92	70	141	130	108	279	105	199	226	369
mmu-mir-28a MI0000690	192	247	213	169	269	113	101	217	154	130	354	176	283	331	370
mmu-mir-3970 MI0016980	8	3	5	5	8	2	0	9	8	6	11	4	12	4	3
mmu-mir-3069 MI0014031	0	0	1	4	1	0	0	1	2	0	0	0	0	0	1
mmu-mir-3097 MI0014090	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0
mmu-mir-126a MI0000153	75409	98612	70960	67200	86463	23055	20565	54317	26696	25184	114183	56766	87538	83269	85110
mmu-mir-1892 MI0008320	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
mmu-mir-504 MI0005515	62	46	26	27	23	65	30	66	57	87	54	48	47	42	23
mmu-mir-1893 MI0008327	5	0	0	0	0	0	0	0	0	1	0	2	1	0	0
mmu-mir-669b MI0004666	2	1	1	2	3	0	0	0	0	1	3	0	0	0	3
mmu-mir-18b MI0005483	0	0	0	0	2	0	0	0	0	0	0	1	1	0	3
mmu-mir-5104b MI0040615	0	0	0	0	1	0	1	1	0	0	0	0	1	0	5
mmu-mir-201 MI0000244	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-1193 MI0006298	80	217	160	156	152	40	24	108	31	36	331	106	298	289	261
mmu-mir-1934 MI0009923	10	9	7	18	32	10	6	5	14	5	11	7	13	7	12
mmu-mir-411 MI0001163	7701	12781	9159	7933	10705	2338	2133	10607	4882	4273	19939	8180	15094	14688	16364
mmu-mir-1966 MI0009963	0	0	0	0	0	2	0	1	1	0	0	0	1	0	1
mmu-mir-7235 MI0023730	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-483 MI0003484	247	157	119	97	146	229	255	241	190	301	195	150	169	198	195
mmu-mir-6948 MI0022795	0	2	0	0	0	0	1	1	0	0	2	0	0	1	0
mmu-mir-12206 MI0040654	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-mir-6945 MI0022792	0	0	0	2	1	6	5	3	2	5	2	0	5	6	0
mmu-mir-7027 MI0022876	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-669a-3 MI0004668	6	2	1	8	4	2	3	4	2	1	7	5	5	4	17
mmu-mir-712 MI0004696	4	1	1	27	4	0	2	3	0	1	1	1	3	2	0
mmu-mir-1963 MI0009960	4	1	4	0	0	1	0	2	2	0	4	5	3	3	5
mmu-mir-297b MI0004674	1	0	1	0	2	0	0	0	0	0	0	1	3	0	3
mmu-mir-433 MI0001525	175	174	153	122	112	276	244	458	309	384	275	215	181	231	184
mmu-mir-196a-1 MI0000552	761	920	735	603	590	232	427	576	574	303	1353	747	1098	890	1595
mmu-mir-154 MI0000176	46	53	51	47	96	4	6	14	8	7	85	29	77	96	60
mmu-mir-204 MI0000247	158	184	172	130	133	100	162	190	134	155	214	117	211	237	264
mmu-mir-717 MI0004704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-190a MI0000232	18	29	21	32	15	0	0	5	2	2	51	9	27	52	43
mmu-mir-128-1 MI0000155	266	193	195	185	141	460	475	594	448	403	314	262	215	226	179
mmu-mir-669a-2 MI0004667	9	3	3	10	7	2	4	4	2	1	12	8	6	7	26
mmu-let-7a-2 MI0000557	7782	8362	7947	7673	6079	5745	7759	8697	11560	7817	12381	7659	10926	9170	13436
mmu-mir-93 MI0000581	286	501	352	327	429	16	33	111	35	29	632	139	538	525	682
mmu-mir-203 MI0000246	68	108	85	48	69	11	25	88	31	14	150	94	103	73	269
mmu-mir-21a MI0000569	8593	10420	8528	7962	8727	1666	1084	4740	3036	2506	17304	7281	13790	11973	14131
mmu-mir-29c MI0000577	38	49	35	35	47	11	8	25	6	6	53	24	58	66	48
mmu-mir-486b MI0014103	15554	12241	9980	7582	11978	9700	10602	12459	10505	11681	19858	15057	14308	12489	15271
mmu-mir-7670 MI0025010	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0
mmu-mir-3968 MI0016977	0	0	1	0	2	3	0	0	1	0	0	0	0	2	1
mmu-mir-7063 MI0022912	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0
mmu-mir-665 MI0004171	137	264	237	127	192	25	16	84	31	43	357	61	345	342	322
mmu-mir-6955 MI0022802	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
mmu-mir-669h MI0006289	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0
mmu-mir-7025 MI0022874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-25 MI0000689	1152	1165	855	715	982	431	500	878	533	505	1439	860	1203	1191	1844
mmu-let-7a-1 MI0000556	8005	8687	8266	7972	6286	5781	7821	8839	11648	7906	12874	7825	11407	9683	13829
mmu-mir-7093 MI0022943	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-mir-493 MI0005514	2266	1819	1696	1410	1321	1728	1529	3255	3048	2758	3018	2258	2528	1968	2336
mmu-mir-194-1 MI0000236	8	24	22	28	16	0	0	3	4	2	33	14	28	39	26
mmu-mir-106b MI0000407	217	164	158	107	213	115	86	168	135	149	265	169	209	198	259
mmu-mir-30c-1 MI0000547	10539	16768	14625	11457	12247	1762	1283	7267	2737	2586	23703	9732	18326	22029	16860
mmu-mir-669d-2 MI0014051	1	2	2	2	2	0	0	1	0	0	1	0	1	4	1
mmu-mir-127 MI0000154	116265	72711	59929	43455	74092	110849	81951	147016	114414	132370	103530	86135	93528	79449	85775
mmu-mir-412 MI0001164	155	122	115	84	115	107	95	182	118	150	195	162	171	139	159
mmu-mir-466h MI0005511	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
mmu-mir-802 MI0004249	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-7064 MI0022913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-6946 MI0022793	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
mmu-mir-7026 MI0022875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-mir-669c MI0004673	8	1	4	5	16	5	4	3	3	2	8	1	8	7	20
mmu-mir-155 MI0000177	69	73	51	73	64	25	28	33	19	20	95	73	87	93	192
mmu-mir-15b MI0000140	23	65	36	48	60	4	3	6	3	4	63	22	62	59	125
mmu-mir-1843a MI0004155	345	202	187	155	209	126	121	329	198	183	287	236	249	210	253
mmu-mir-466f-1 MI0005507	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0
mmu-mir-7092 MI0022942	1	2	0	1	0	0	0	0	0	0	2	0	2	2	0
mmu-mir-6984 MI0022832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3068 MI0014030	67	84	68	85	116	17	6	46	25	30	135	48	101	111	117
mmu-mir-298 MI0000398	131	122	96	65	101	83	63	118	69	114	141	76	118	136	154
mmu-mir-467f MI0006293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-3098 MI0014091	2	5	0	4	0	0	0	3	2	1	1	0	1	1	1
mmu-mir-211 MI0000708	2	6	4	6	4	4	4	6	2	0	7	4	3	3	12
mmu-mir-709 MI0004693	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
mmu-mir-3969 MI0016978	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
